,,,,,,How important were each of the following factors in making it possible for you to acquire a PEV?,,,,,,,,,,,,
County,Lease/Purchase,Vehicle Category,Make,4) Which of these factors was the most important reason why you decided to acquire a PEV? If it is not listed please describe it.,Other (please explain):Which of these factors was the most important reason why you decided to acquire a PEV?,5a) Federal Tax Incentives,5b) State Rebate (CVRP),5c) The option to lease a PEV,5d) Access to workplace charging,5e) Other incentive program,6) Have you already or will you be applying for an HOV lane sticker?,Disadvantaged Community,Weight,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,2,3,4,1,0,0.914013272,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.970452121,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,5,4,1,2,3,1,0,0.954964549,,,,,
Santa Clara,Purchase,BEV,Nissan,5,,5,5,1,4,5,1,0,0.817125081,,,,,
Alameda,Lease,BEV,Nissan,5,,4,4,4,1,4,0,1,1.232783915,,,,,
Los Angeles,Lease,BEV,Chevrolet,5,,5,5,5,5,5,1,0,0.877954319,,,,,
Riverside,Lease,PHEV,Chevrolet,5,,3,3,4,1,,1,0,1.086407904,,,,,
San Joaquin,Purchase,BEV,Tesla,5,,2,2,1,3,1,1,0,0.664457655,,,,,
Los Angeles,Lease,PHEV,Ford,5,,5,5,5,5,5,1,0,1.220057514,,,,,
Los Angeles,Lease,BEV,BMW,5,,5,5,5,4,4,1,1,0.897995433,,,,,
San Mateo,Purchase,BEV,Tesla,5,,4,4,1,2,2,1,0,0.956926686,,,,,
Riverside,Purchase,BEV,Tesla,5,,5,5,1,2,1,1,0,0.826157539,,,,,
Los Angeles,Lease,PHEV,Other,5,,,5,5,,,1,0,0.730785502,,,,,
San Joaquin,Purchase,PHEV,Toyota,5,,4,4,,,4,1,1,0.909563225,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,4,2,1,3,1,0,0.786183438,,,,,
Santa Clara,Purchase,PHEV,Ford,5,,5,5,1,4,,1,0,0.972190857,,,,,
Merced,Purchase,PHEV,Chevrolet,5,,5,5,4,5,5,1,1,0.483990658,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,,,,,1,0,0.970452121,,,,,
Contra Costa,Lease,BEV,Tesla,5,,3,3,4,2,1,1,0,1.199398522,,,,,
Orange,Purchase,PHEV,Chevrolet,5,,5,5,2,5,2,1,0,1.002337596,,,,,
Marin,Purchase,BEV,Tesla,5,,4,4,2,2,3,1,0,0.863908889,,,,,
Los Angeles,Lease,BEV,Tesla,5,,,,5,,,1,0,1.217875474,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.954964549,,,,,
Santa Cruz,Lease,PHEV,Ford,5,,4,4,4,4,,1,0,1.005427221,,,,,
Yolo,Purchase,BEV,Tesla,5,,3,3,1,5,2,1,0,0.724574324,,,,,
San Diego,Purchase,BEV,Tesla,5,,5,5,1,3,1,1,0,0.786183438,,,,,
Orange,Purchase,BEV,Tesla,5,,4,4,1,2,1,1,0,0.972074631,,,,,
Marin,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.863908889,,,,,
Napa,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.711018749,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,3,1,2,2,1,0,0.786183438,,,,,
San Diego,Lease,BEV,Nissan,5,,4,4,5,5,5,1,0,0.991886754,,,,,
Alameda,Purchase,BEV,Tesla,5,,4,4,1,4,1,1,0,0.977121928,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,5,1,1,0,0.972074631,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.786183438,,,,,
San Mateo,Lease,BEV,Other,5,,4,4,4,5,4,1,0,1.070971243,,,,,
Santa Clara,Lease,BEV,Ford,5,,1,5,5,5,1,1,0,0.979455922,,,,,
Santa Clara,Purchase,BEV,BMW,5,,1,1,1,2,1,1,0,0.715558849,,,,,
Sonoma,Purchase,BEV,BMW,5,,1,1,1,1,1,1,0,0.568377143,,,,,
Los Angeles,Lease,BEV,Other,5,,4,4,5,2,1,1,0,0.859142089,,,,,
Alameda,Lease,BEV,BMW,5,,5,5,5,5,5,1,0,0.918830997,,,,,
Contra Costa,Lease,BEV,FIAT,5,,3,4,4,2,3,1,0,1.093000139,,,,,
Los Angeles,Lease,BEV,FIAT,5,,3,5,5,4,4,1,1,1.109838005,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.970452121,,,,,
Alameda,Lease,BEV,Nissan,5,,3,3,4,4,3,1,0,1.232783915,,,,,
Los Angeles,Lease,BEV,Tesla,5,,3,3,1,1,1,1,0,1.145132597,,,,,
Los Angeles,Lease,BEV,FIAT,5,,5,5,5,5,,1,0,1.109838005,,,,,
Orange,Purchase,BEV,Tesla,5,,4,2,1,2,4,1,0,0.972074631,,,,,
San Luis Obispo,Purchase,BEV,Tesla,5,,5,4,3,2,3,0,0,0.534713051,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,5,,5,5,1,5,1,1,0,1.000664573,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,2,2,5,1,2,0,0,0.954964549,,,,,
Ventura,Lease,BEV,BMW,5,,3,4,4,1,1,1,0,0.731553698,,,,,
Los Angeles,Lease,BEV,BMW,5,,3,3,4,,3,1,0,0.897995433,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,1,3,1,0,0.972074631,,,,,
Orange,Lease,BEV,BMW,5,,4,4,4,3,4,1,0,0.9140848,,,,,
San Diego,Purchase,BEV,Tesla,5,,5,5,1,4,2,1,0,0.786183438,,,,,
Santa Clara,Purchase,BEV,Nissan,5,,4,4,1,5,2,1,0,0.91516695,,,,,
Los Angeles,Lease,BEV,FIAT,5,,4,3,5,5,1,1,0,1.109838005,,,,,
San Mateo,Lease,BEV,Other,5,,5,5,5,3,5,1,0,0.860907342,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,1,1,1,1,0,0,0.970452121,,,,,
Riverside,Lease,BEV,Tesla,5,,4,4,5,2,2,1,0,1.053606655,,,,,
Los Angeles,Lease,BEV,Other,5,,5,4,4,5,5,1,0,0.859142089,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,1,,1,0,0.954964549,,,,,
Kern,Lease,BEV,FIAT,5,,4,4,3,2,3,0,0,0.995103956,,,,,
San Francisco,Purchase,BEV,Tesla,5,,3,3,1,3,3,1,0,0.934243587,,,,,
Orange,Lease,BEV,FIAT,5,,3,3,3,3,3,1,0,1.129722952,,,,,
Riverside,Purchase,BEV,BMW,5,,3,3,1,1,1,1,0,0.609163837,,,,,
Los Angeles,Purchase,PHEV,Ford,5,,3,3,3,1,2,1,0,0.956675537,,,,,
Orange,Lease,BEV,Tesla,5,,4,4,4,4,4,1,0,1.165649916,,,,,
Orange,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.972074631,,,,,
Orange,Lease,BEV,FIAT,5,,5,5,5,3,,1,0,1.129722952,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,4,1,3,1,1,0,0.954964549,,,,,
San Bernardino,Lease,BEV,Tesla,5,,3,3,5,3,3,1,0,1.127013798,,,,,
Alameda,Purchase,BEV,Tesla,5,,3,3,1,3,1,1,0,0.977121928,,,,,
Riverside,Purchase,BEV,Tesla,5,,3,2,1,1,1,,0,0.776811709,,,,,
Contra Costa,Lease,PHEV,Ford,5,,5,5,5,5,5,1,0,1.201547457,,,,,
San Mateo,Lease,BEV,Tesla,5,,2,2,3,1,1,1,0,1.220377806,,,,,
San Diego,Purchase,BEV,BMW,5,,5,5,1,1,1,1,0,0.567871982,,,,,
Los Angeles,Lease,BEV,BMW,5,,4,5,4,3,4,1,0,0.897995433,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.972074631,,,,,
Orange,Lease,BEV,FIAT,5,,5,5,5,5,5,1,0,1.129722952,,,,,
Santa Clara,Lease,BEV,Nissan,5,,3,4,2,5,1,1,0,1.224368966,,,,,
San Mateo,Purchase,BEV,Tesla,5,,3,3,1,1,3,1,0,0.956926686,,,,,
Riverside,Lease,BEV,Tesla,5,,4,4,5,1,2,1,0,1.053606655,,,,,
San Mateo,Purchase,BEV,Tesla,5,,4,4,1,4,1,1,0,0.956926686,,,,,
Los Angeles,Lease,BEV,Tesla,5,,4,4,4,3,,1,0,1.217875474,,,,,
San Diego,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.786183438,,,,,
Santa Clara,Lease,BEV,Tesla,5,,1,2,5,2,1,1,0,1.237626923,,,,,
Orange,Purchase,PHEV,Chevrolet,5,,5,5,1,3,1,1,0,1.002337596,,,,,
Los Angeles,Purchase,PHEV,Toyota,5,,2,2,1,1,1,0,0,1.30723249,,,,,
Alameda,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.977121928,,,,,
Santa Clara,Lease,BEV,BMW,5,,1,5,5,5,1,1,0,0.912559082,,,,,
San Mateo,Purchase,BEV,Tesla,5,,3,,2,3,3,1,0,0.956926686,,,,,
Santa Clara,Lease,BEV,Tesla,5,,1,1,1,1,1,1,0,1.237626923,,,,,
Ventura,Purchase,BEV,Tesla,5,,5,5,1,3,,0,0,0.777963697,,,,,
Orange,Purchase,BEV,Tesla,5,,4,3,1,5,2,1,0,0.972074631,,,,,
Orange,Purchase,BEV,Tesla,5,,5,4,,,,1,0,0.972074631,,,,,
Los Angeles,Lease,BEV,Other,5,,5,5,5,5,4,1,0,0.837122282,,,,,
San Diego,Lease,BEV,Tesla,5,,1,1,1,1,1,1,0,1.0026273,,,,,
Orange,Purchase,BEV,Nissan,5,,5,5,3,5,3,1,0,0.961661377,,,,,
Sacramento,Lease,BEV,FIAT,5,,5,5,5,3,5,1,0,0.798359683,,,,,
Los Angeles,Purchase,BEV,Other,5,,5,5,1,1,2,1,0,0.704640257,,,,,
Los Angeles,Purchase,BEV,BMW,5,,4,4,1,4,1,1,0,0.704139152,,,,,
Orange,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.914013272,,,,,
Orange,Lease,PHEV,Chevrolet,5,,1,3,4,1,1,1,0,1.278290776,,,,,
Placer,Lease,BEV,Tesla,5,,3,3,4,1,3,1,0,0.943170771,,,,,
Los Angeles,Lease,BEV,Tesla,5,,4,5,5,,,,0,1.217875474,,,,,
Los Angeles,Lease,BEV,BMW,5,,3,4,5,2,5,1,0,0.897995433,,,,,
Riverside,Lease,BEV,Other,5,,5,5,5,1,5,0,0,0.743259752,,,,,
Los Angeles,Lease,BEV,Tesla,5,,1,3,5,5,3,1,1,1.145132597,,,,,
Placer,Purchase,BEV,Tesla,5,,5,5,2,5,5,1,0,0.739562188,,,,,
San Bernardino,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.883717791,,,,,
Los Angeles,Lease,BEV,FIAT,5,,5,5,5,3,5,1,0,1.109838005,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,2,1,1,0,0.972074631,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,1,1,5,1,0,0.972074631,,,,,
Riverside,Purchase,BEV,Nissan,5,,1,3,1,4,1,1,0,0.817307408,,,,,
San Diego,Lease,BEV,Nissan,5,,5,5,4,2,4,0,0,0.991886754,,,,,
Ventura,Lease,BEV,Nissan,5,,2,2,1,1,2,1,0,0.835390235,,,,,
Los Angeles,Lease,BEV,Tesla,5,,1,1,3,1,1,1,0,1.217875474,,,,,
San Diego,Purchase,BEV,Tesla,5,,2,3,1,1,1,1,0,0.786183438,,,,,
Contra Costa,Lease,BEV,FIAT,5,,5,4,4,5,4,1,0,1.093000139,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,4,4,5,4,4,1,1,0.970452121,,,,,
Santa Clara,Lease,BEV,BMW,5,,4,4,3,4,2,1,0,0.89395632,,,,,
San Francisco,Lease,BEV,Nissan,5,,4,4,3,1,1,1,0,1.12357476,,,,,
Los Angeles,Lease,BEV,Tesla,5,,1,1,4,5,1,1,0,1.217875474,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,,,2,,1,0,0.970452121,,,,,
Butte,Lease,BEV,Nissan,5,,5,3,4,5,5,0,1,0.802522274,,,,,
Nevada,Purchase,BEV,Tesla,5,,2,2,5,1,2,1,0,0.923760193,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,5,5,5,1,0,0.970452121,,,,,
San Diego,Lease,BEV,Tesla,5,,4,4,4,1,1,1,0,1.0026273,,,,,
Alameda,Purchase,PHEV,Toyota,5,,3,4,1,1,3,1,0,1.337563297,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,2,2,1,2,2,1,0,0.954964549,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,5,4,1,0,0.972074631,,,,,
San Diego,Lease,BEV,Tesla,5,,1,2,4,1,1,0,0,1.0026273,,,,,
Marin,Lease,BEV,BMW,5,,4,4,3,1,3,1,0,0.812371766,,,,,
San Mateo,Lease,BEV,BMW,5,,4,3,3,3,3,1,0,0.899840517,,,,,
San Diego,Lease,BEV,Tesla,5,,4,4,5,4,3,1,0,1.0026273,,,,,
Sutter,Purchase,PHEV,Toyota,5,,2,2,1,1,2,0,0,1.012858198,,,,,
Sonoma,Purchase,BEV,Tesla,5,,5,4,1,1,1,1,0,0.6059228,,,,,
Sacramento,Lease,BEV,Chevrolet,5,,5,5,5,5,5,1,0,0.631554631,,,,,
Orange,Lease,BEV,Other,5,,2,4,3,5,1,1,0,0.874535321,,,,,
Orange,Lease,BEV,Tesla,5,,1,3,3,3,1,1,0,1.239696126,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,2,4,3,1,0,0.970452121,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,3,1,1,1,1,0,0.970452121,,,,,
El Dorado,Lease,BEV,Chevrolet,5,,5,3,5,1,2,1,0,0.613349297,,,,,
Santa Clara,Lease,BEV,Other,5,,5,5,5,5,5,1,0,0.850698693,,,,,
Humboldt,Lease,BEV,Chevrolet,5,,,4,5,,,0,0,0.680031324,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,5,,5,5,1,3,5,1,0,0.984694837,,,,,
Santa Cruz,Lease,BEV,Chevrolet,5,,4,5,5,5,5,1,0,0.723506197,,,,,
Alameda,Lease,BEV,Tesla,5,,3,3,4,2,1,1,0,1.246132992,,,,,
Los Angeles,Lease,BEV,Other,5,,1,4,3,1,1,0,0,1.068775263,,,,,
San Diego,Purchase,BEV,Tesla,5,,5,4,1,2,3,1,0,0.617981997,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.970452121,,,,,
Mendocino,Lease,BEV,Chevrolet,5,,1,3,3,1,2,0,0,0.475714812,,,,,
Ventura,Purchase,BEV,Tesla,5,,2,2,1,1,1,0,0,0.777963697,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.954964549,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.954964549,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.786183438,,,,,
Los Angeles,Lease,BEV,BMW,5,,3,4,5,4,5,1,0,0.879689555,,,,,
San Mateo,Lease,BEV,Tesla,5,,2,2,5,5,,1,0,1.220377806,,,,,
San Diego,Lease,PHEV,Chevrolet,5,,4,3,4,2,3,1,0,1.033841441,,,,,
Sonoma,Purchase,BEV,Tesla,5,,4,4,1,2,4,1,0,0.724800117,,,,,
Contra Costa,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.94047634,,,,,
Orange,Lease,BEV,Tesla,5,,2,3,5,2,2,1,0,1.239696126,,,,,
Ventura,Lease,BEV,Other,5,,5,5,5,5,3,1,0,0.699901746,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,5,4,4,3,0,0,0.786183438,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,3,4,4,3,3,1,0,1.255790796,,,,,
Napa,Lease,BEV,Tesla,5,,3,3,4,3,3,1,0,0.906769049,,,,,
Sacramento,Purchase,BEV,Tesla,5,,4,3,1,1,1,0,0,0.686951782,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,2,2,1,4,2,1,0,0.970452121,,,,,
Santa Clara,Lease,PHEV,Ford,5,,5,5,5,2,4,1,0,1.239844351,,,,,
Riverside,Lease,BEV,Tesla,5,,3,2,4,1,1,1,0,0.828190869,,,,,
Santa Clara,Purchase,BEV,Nissan,5,,5,5,3,3,5,1,0,0.960056248,,,,,
San Joaquin,Purchase,BEV,Tesla,5,,3,2,1,1,2,1,1,0.664457655,,,,,
Los Angeles,Purchase,PHEV,Other,5,,3,2,1,1,,0,0,0.573025948,,,,,
Contra Costa,Purchase,BEV,Tesla,5,,4,3,1,1,1,1,0,0.884302325,,,,,
Santa Clara,Lease,BEV,Other,5,,5,5,5,3,,1,0,0.850698693,,,,,
Contra Costa,Lease,BEV,Tesla,5,,1,4,5,1,,0,0,0.94279103,,,,,
Los Angeles,Lease,BEV,Tesla,5,,4,4,4,3,2,0,0,1.217875474,,,,,
San Diego,Lease,BEV,Tesla,5,,2,2,3,2,3,1,0,0.942741051,,,,,
San Mateo,Purchase,BEV,Tesla,5,,3,2,1,1,2,1,0,0.956926686,,,,,
San Mateo,Lease,PHEV,Chevrolet,6,,3,3,4,2,2,1,0,1.258371031,,,,,
Orange,Purchase,BEV,Tesla,6,,2,2,1,1,,1,0,0.972074631,,,,,
Santa Cruz,Purchase,BEV,Tesla,6,,5,5,1,5,1,1,0,0.786968927,,,,,
Marin,Purchase,BEV,Tesla,6,,2,2,1,1,1,1,0,0.863908889,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,3,3,2,4,2,1,0,0.791407634,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,1,1,1,3,1,1,0,0.970452121,,,,,
San Diego,Purchase,PHEV,Chevrolet,6,,4,3,1,1,1,1,0,0.810659174,,,,,
Riverside,Purchase,BEV,Tesla,6,,2,2,2,1,1,1,0,0.826157539,,,,,
Los Angeles,Lease,PHEV,Chevrolet,6,,5,5,3,5,5,1,0,1.255790796,,,,,
San Mateo,Purchase,BEV,Tesla,6,,1,1,1,1,1,1,0,0.956926686,,,,,
Alameda,Purchase,BEV,Chevrolet,6,,4,4,1,1,4,1,0,0.704397481,,,,,
Marin,Purchase,BEV,Tesla,6,,3,3,1,1,1,1,0,0.863908889,,,,,
San Mateo,Purchase,BEV,Tesla,6,,1,2,1,2,1,1,0,0.956926686,,,,,
Sacramento,Purchase,BEV,Tesla,6,,5,5,1,1,1,0,0,0.686951782,,,,,
San Diego,Purchase,BEV,Tesla,6,,2,2,1,1,1,1,0,0.786183438,,,,,
San Mateo,Purchase,BEV,Nissan,6,,3,4,,1,1,1,0,0.902412038,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,6,,4,4,1,2,1,1,0,1.000664573,,,,,
San Diego,Purchase,BEV,Tesla,6,,3,2,1,1,1,,0,0.786183438,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,4,3,1,2,1,1,0,0.912487673,,,,,
Santa Barbara,Purchase,BEV,Tesla,6,,3,3,1,1,1,,0,0.70803062,,,,,
Los Angeles,Lease,BEV,FIAT,6,,2,3,5,1,2,1,0,1.109838005,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,5,5,3,5,3,1,0,0.970452121,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,3,3,1,3,1,1,0,0.970452121,,,,,
Riverside,Purchase,PHEV,Toyota,6,,,,,5,,1,0,1.130911067,,,,,
Sacramento,Purchase,BEV,Tesla,6,,5,5,1,4,5,1,0,0.686951782,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,3,3,1,3,3,1,0,0.970452121,,,,,
Contra Costa,Purchase,BEV,Tesla,6,,4,4,1,1,5,1,0,0.779400823,,,,,
San Diego,Lease,BEV,Toyota,6,,4,4,5,2,1,1,0,0.747640486,,,,,
San Diego,Lease,BEV,FIAT,6,,4,4,4,1,3,1,0,0.91368445,,,,,
Alameda,Purchase,BEV,Tesla,6,,,,5,,,1,0,0.977121928,,,,,
San Diego,Purchase,BEV,Tesla,6,,3,3,1,3,1,1,0,0.786183438,,,,,
San Diego,Purchase,BEV,Tesla,6,,2,3,1,1,1,0,0,0.786183438,,,,,
Santa Clara,Lease,BEV,FIAT,6,,4,3,4,2,1,1,0,1.127837307,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,4,4,1,2,2,1,0,0.954964549,,,,,
Napa,Purchase,PHEV,Chevrolet,6,,5,5,3,3,5,1,0,0.733154431,,,,,
Alameda,Purchase,PHEV,Chevrolet,6,,5,5,5,5,5,1,0,1.007542027,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,2,2,1,1,1,1,0,0.954964549,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,3,3,1,1,2,1,0,0.954964549,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,4,4,1,1,1,1,0,0.912487673,,,,,
Madera,Purchase,BEV,Tesla,6,,3,3,1,4,1,0,0,0.678425768,,,,,
Orange,Purchase,BEV,Nissan,6,,5,5,1,1,1,1,0,0.961661377,,,,,
Santa Barbara,Purchase,BEV,Tesla,6,,3,2,1,1,,0,0,0.70803062,,,,,
Santa Cruz,Purchase,BEV,Tesla,6,,5,5,3,1,1,1,0,0.786968927,,,,,
Los Angeles,Lease,BEV,Nissan,6,,4,4,5,3,,1,0,1.148494974,,,,,
San Mateo,Purchase,BEV,Tesla,6,,5,5,2,3,1,1,0,0.956926686,,,,,
San Mateo,Purchase,BEV,Tesla,6,,2,2,1,1,1,1,0,0.956926686,,,,,
San Bernardino,Purchase,BEV,Tesla,6,,3,3,1,1,1,1,0,0.830933926,,,,,
Santa Barbara,Purchase,BEV,Tesla,6,,5,5,1,3,5,1,0,0.665740431,,,,,
Monterey,Purchase,PHEV,Chevrolet,6,,5,5,1,1,5,,0,0.742990674,,,,,
Alameda,Purchase,BEV,Tesla,6,,4,4,1,1,1,1,0,0.977121928,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,3,3,1,1,1,0,0,0.954964549,,,,,
Los Angeles,Lease,PHEV,Chevrolet,6,,4,4,4,1,4,1,0,1.255790796,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,4,4,1,4,1,1,0,0.970452121,,,,,
Contra Costa,Purchase,BEV,Tesla,6,,5,5,1,5,5,,0,0.884302325,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,5,5,1,1,,1,0,0.912487673,,,,,
Alameda,Purchase,BEV,Tesla,6,,5,5,1,3,5,1,0,0.918759097,,,,,
San Francisco,Purchase,BEV,Tesla,6,,5,4,1,5,2,1,0,0.87844185,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,2,2,1,1,1,1,0,0.954964549,,,,,
San Mateo,Purchase,BEV,Tesla,6,,3,3,1,1,1,1,0,0.899770103,,,,,
San Diego,Purchase,BEV,Tesla,6,,4,3,2,2,,1,0,0.786183438,,,,,
Alameda,Purchase,BEV,Tesla,6,,1,1,2,1,1,1,0,0.918759097,,,,,
Ventura,Purchase,BEV,Tesla,6,,3,3,1,1,3,1,0,0.777963697,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,3,3,1,1,1,1,0,0.970452121,,,,,
Riverside,Purchase,BEV,Tesla,6,,4,4,1,4,1,1,0,0.826157539,,,,,
Orange,Purchase,PHEV,Toyota,6,,3,3,1,2,,1,0,1.33065415,,,,,
San Diego,Purchase,BEV,Tesla,6,,4,4,1,1,1,1,0,0.651533688,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,3,3,,4,,1,0,0.897925164,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,2,2,1,3,1,1,0,0.970452121,,,,,
San Mateo,Purchase,BEV,Tesla,6,,1,1,1,3,1,1,0,0.956926686,,,,,
Alameda,Purchase,BEV,Tesla,6,,4,3,1,1,1,1,0,0.977121928,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,4,4,1,5,1,1,0,0.970452121,,,,,
San Bernardino,Purchase,PHEV,Chevrolet,6,,1,3,2,5,2,1,0,0.91123,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,5,5,3,2,3,1,0,0.954964549,,,,,
Los Angeles,Lease,PHEV,Chevrolet,6,,5,5,5,1,1,1,0,1.255790796,,,,,
Santa Clara,Purchase,BEV,Other,6,,5,5,1,2,1,1,0,0.85164308,,,,,
San Diego,Purchase,BEV,Tesla,6,,1,1,1,1,1,1,0,0.786183438,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,4,4,3,4,4,1,0,0.970452121,,,,,
San Diego,Purchase,BEV,Tesla,6,,4,4,3,3,3,1,0,0.786183438,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,5,5,4,1,5,1,0,0.954964549,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,5,5,1,4,2,1,0,0.970452121,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,3,3,1,2,1,1,0,0.970452121,,,,,
Orange,Purchase,BEV,Tesla,6,,3,3,1,1,1,1,0,0.972074631,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,4,3,1,1,1,1,0,0.897925164,,,,,
Orange,Lease,BEV,Toyota,6,,5,5,5,3,5,1,0,0.92441829,,,,,
San Diego,Purchase,PHEV,Chevrolet,6,,5,4,,,4,1,0,0.810659174,,,,,
Alameda,Purchase,BEV,Tesla,6,,4,3,1,1,1,1,0,0.977121928,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,5,5,2,1,1,1,0,0.970452121,,,,,
Marin,Purchase,BEV,Tesla,6,,2,2,2,1,1,1,0,0.863908889,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,2,2,1,1,1,1,0,0.954964549,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,5,4,1,1,1,1,0,0.897925164,,,,,
San Luis Obispo,Purchase,BEV,Chevrolet,6,,5,5,1,1,4,0,0,0.409955697,,,,,
San Diego,Purchase,BEV,Tesla,6,,4,4,1,1,1,1,0,0.786183438,,,,,
San Diego,Purchase,BEV,Tesla,6,,3,3,1,1,,0,0,0.786183438,,,,,
San Mateo,Purchase,BEV,Tesla,6,,5,4,1,2,1,1,0,0.956926686,,,,,
San Diego,Lease,BEV,Other,6,,5,3,4,1,4,0,0,0.879879166,,,,,
San Francisco,Purchase,BEV,Tesla,6,,3,3,1,1,1,1,0,0.934243587,,,,,
Riverside,Lease,PHEV,Chevrolet,6,,3,4,4,5,4,1,1,1.086407904,,,,,
San Diego,Lease,BEV,FIAT,6,,5,5,4,1,1,1,0,0.91368445,,,,,
El Dorado,Purchase,BEV,Tesla,6,,3,2,1,2,1,1,0,0.667149557,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,1,1,1,1,1,1,0,0.954964549,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,2,2,1,,,1,0,0.970452121,,,,,
Marin,Purchase,BEV,Tesla,6,,5,5,,4,,1,0,0.863908889,,,,,
Contra Costa,Purchase,BEV,Tesla,6,,4,4,1,2,2,1,0,0.94047634,,,,,
Santa Clara,Purchase,BEV,Tesla,6,,2,2,1,1,1,0,0,0.912487673,,,,,
San Mateo,Purchase,BEV,Tesla,6,,4,3,3,4,3,1,0,0.956926686,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,1,1,1,1,1,1,0,0.954964549,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,3,3,4,1,1,0,0,0.954964549,,,,,
Riverside,Purchase,BEV,Tesla,6,,4,4,1,1,3,1,0,0.776811709,,,,,
Los Angeles,Purchase,BEV,Tesla,6,,5,5,1,1,1,1,0,0.954964549,,,,,
