,,,,,,How important were each of the following factors in making it possible for you to acquire a PEV?,,,,,,,,,,,,
County,Lease/Purchase,Vehicle Category,Make,4) Which of these factors was the most important reason why you decided to acquire a PEV? If it is not listed please describe it.,Other (please explain):Which of these factors was the most important reason why you decided to acquire a PEV?,5a) Federal Tax Incentives,5b) State Rebate (CVRP),5c) The option to lease a PEV,5d) Access to workplace charging,5e) Other incentive program,6) Have you already or will you be applying for an HOV lane sticker?,Disadvantaged Community,Weight,,,,,
Los Angeles,Purchase,BEV,BMW,5,,4,3,5,1,1,1,0,0.689785087,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,2,1,1,0,0.972074631,,,,,
San Mateo,Purchase,BEV,Tesla,5,,1,1,1,1,1,0,0,0.956926686,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.970452121,,,,,
Santa Clara,Lease,BEV,Ford,5,,4,4,4,3,2,1,0,0.979455922,,,,,
San Mateo,Purchase,BEV,Tesla,5,,3,2,1,1,1,0,0,0.899770103,,,,,
Santa Clara,Lease,BEV,Nissan,5,,5,5,5,4,4,1,0,1.224368966,,,,,
Orange,Lease,BEV,FIAT,5,,,,5,,,1,0,1.129722952,,,,,
Orange,Purchase,BEV,BMW,5,,4,4,1,2,1,1,0,0.7167552,,,,,
Orange,Lease,BEV,FIAT,5,,,5,,,,1,0,1.129722952,,,,,
Orange,Purchase,BEV,Tesla,5,,4,3,1,2,2,1,0,0.972074631,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,1,1,0,0,0.954964549,,,,,
Stanislaus,Purchase,BEV,Ford,5,,3,5,3,4,4,1,0,0.497790532,,,,,
Orange,Purchase,BEV,BMW,5,,4,4,1,2,3,1,0,0.7167552,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,1,3,5,1,0,0.972074631,,,,,
Santa Clara,Purchase,PHEV,Ford,5,,5,5,1,4,1,1,0,0.853309895,,,,,
Santa Clara,Lease,BEV,Nissan,5,,5,5,4,2,1,1,0,1.224368966,,,,,
Santa Clara,Lease,PHEV,Chevrolet,5,,5,4,5,3,4,1,0,1.276157154,,,,,
San Diego,Lease,BEV,Nissan,5,,4,4,3,4,3,1,0,0.844216728,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.954964549,,,,,
Los Angeles,Lease,BEV,Other,5,,4,4,4,4,4,1,0,1.068775263,,,,,
Ventura,Purchase,BEV,Tesla,5,,2,2,3,2,1,1,0,0.777963697,,,,,
Santa Clara,Lease,PHEV,Toyota,5,,4,4,4,1,1,1,0,1.694163543,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.970452121,,,,,
Madera,Purchase,PHEV,Chevrolet,5,,4,4,1,2,4,0,1,0.699546754,,,,,
Los Angeles,Purchase,BEV,BMW,5,,3,4,2,2,1,1,0,0.689785087,,,,,
Los Angeles,Purchase,BEV,BMW,5,,4,4,2,1,1,1,0,0.704139152,,,,,
Los Angeles,Lease,BEV,FIAT,5,,5,5,5,5,1,1,0,1.109838005,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,5,4,3,4,1,0,0.954964549,,,,,
Santa Clara,Purchase,BEV,Ford,5,,4,4,3,5,2,1,0,0.768014221,,,,,
Orange,Lease,BEV,FIAT,5,,4,4,4,3,,1,0,1.129722952,,,,,
Los Angeles,Purchase,PHEV,Toyota,5,,4,4,1,1,1,0,0,1.30723249,,,,,
Ventura,Lease,BEV,FIAT,5,,4,3,5,2,2,1,0,0.904131654,,,,,
Los Angeles,Purchase,PHEV,Ford,5,,4,4,1,4,1,1,0,0.839691812,,,,,
Alameda,Lease,BEV,Nissan,5,,5,5,5,5,3,1,0,1.175142704,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,2,1,1,0,0.970452121,,,,,
Orange,Purchase,BEV,Tesla,5,,5,4,1,1,1,1,0,0.972074631,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,4,1,1,3,1,0,0.954964549,,,,,
Orange,Purchase,PHEV,Chevrolet,5,,5,5,1,1,4,1,1,1.002337596,,,,,
Santa Clara,Lease,BEV,FIAT,5,,3,3,5,4,2,1,0,1.127837307,,,,,
Los Angeles,Purchase,BEV,BMW,5,,5,5,2,4,3,1,0,0.689785087,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,5,1,1,0,0.954964549,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.954964549,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,4,3,2,1,1,0,0.739225234,,,,,
Alameda,Purchase,BEV,Tesla,5,,3,3,2,3,4,1,0,0.918759097,,,,,
San Francisco,Purchase,BEV,BMW,5,,5,4,2,5,2,1,0,0.688860636,,,,,
San Diego,Lease,PHEV,Chevrolet,5,,4,4,5,4,4,1,0,1.033841441,,,,,
Fresno,Purchase,PHEV,Ford,5,,4,4,1,1,1,0,0,0.832546774,,,,,
Alameda,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.918759097,,,,,
Orange,Lease,PHEV,Ford,5,,5,5,5,3,5,1,0,1.241917261,,,,,
Fresno,Lease,BEV,FIAT,5,,5,5,5,4,5,1,0,0.965836393,,,,,
Los Angeles,Lease,BEV,Chevrolet,5,,5,5,4,4,5,0,0,0.877954319,,,,,
Contra Costa,Lease,BEV,BMW,5,,1,1,4,5,1,1,0,0.866343378,,,,,
Los Angeles,Lease,BEV,Chevrolet,5,,5,5,5,4,5,1,1,0.877954319,,,,,
Los Angeles,Purchase,PHEV,Toyota,5,,4,4,3,5,3,1,0,1.30723249,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,5,5,1,1,0,0.970452121,,,,,
San Diego,Lease,PHEV,Chevrolet,5,,4,4,4,1,1,1,0,1.033841441,,,,,
Riverside,Lease,BEV,FIAT,5,,4,4,5,1,1,1,0,0.960141438,,,,,
Orange,Purchase,PHEV,Toyota,5,,4,4,2,1,3,1,0,1.33065415,,,,,
Alameda,Lease,BEV,Toyota,5,,1,3,1,1,5,1,0,0.929218141,,,,,
Santa Clara,Lease,BEV,Nissan,5,,,5,5,5,1,1,0,1.224368966,,,,,
Santa Clara,Lease,PHEV,Ford,5,,5,5,4,5,1,1,0,1.239844351,,,,,
Los Angeles,Purchase,BEV,BMW,5,,5,4,1,1,1,1,0,0.704139152,,,,,
Los Angeles,Purchase,BEV,Nissan,5,,4,4,1,1,1,1,0,0.804084476,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.970452121,,,,,
San Mateo,Lease,PHEV,Chevrolet,5,,4,3,3,1,3,1,0,1.258371031,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,1,0.954964549,,,,,
Orange,Purchase,PHEV,Chevrolet,5,,5,5,4,5,5,1,0,1.002337596,,,,,
Orange,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.972074631,,,,,
Santa Clara,Purchase,PHEV,Ford,5,,4,4,3,3,3,1,0,0.972190857,,,,,
Marin,Lease,BEV,FIAT,5,,1,4,5,2,2,1,0,1.004015195,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,3,4,4,1,1,1,0,1.255790796,,,,,
Contra Costa,Lease,BEV,BMW,5,,5,5,4,,3,1,0,0.884371529,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,5,,5,5,1,5,1,1,1,0.984694837,,,,,
San Diego,Lease,BEV,BMW,5,,4,4,5,2,1,1,0,0.7242126,,,,,
Los Angeles,Lease,BEV,BMW,5,,2,3,3,1,1,1,0,0.897995433,,,,,
Santa Clara,Lease,BEV,BMW,5,,5,5,5,1,1,1,0,0.89395632,,,,,
Orange,Lease,BEV,BMW,5,,5,5,5,,,1,0,0.9140848,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,5,4,5,1,1,1,1,1.255790796,,,,,
Sacramento,Lease,BEV,FIAT,5,,4,4,5,1,1,1,0,0.798359683,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,,5,,1,0,0.970452121,,,,,
Los Angeles,Lease,BEV,FIAT,5,,3,3,5,1,3,1,0,1.109838005,,,,,
Marin,Purchase,BEV,BMW,5,,2,2,1,1,1,0,0,0.636999639,,,,,
Santa Barbara,Purchase,BEV,Tesla,5,,2,2,1,1,2,0,0,0.70803062,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.970452121,,,,,
Santa Clara,Lease,BEV,Toyota,5,,1,4,5,1,5,1,0,0.922875324,,,,,
Santa Clara,Lease,PHEV,Chevrolet,5,,,4,,,,1,0,1.276157154,,,,,
Orange,Purchase,BEV,Tesla,5,,4,3,1,3,1,1,0,0.972074631,,,,,
Santa Clara,Lease,PHEV,Chevrolet,5,,3,4,5,1,2,1,0,1.276157154,,,,,
Ventura,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.777963697,,,,,
San Mateo,Purchase,BEV,Nissan,5,,5,1,1,1,1,1,0,0.946675703,,,,,
Alameda,Lease,BEV,FIAT,5,,1,2,5,1,1,1,0,1.135588805,,,,,
Orange,Purchase,PHEV,Toyota,5,,1,1,1,1,1,1,0,1.33065415,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,3,1,1,1,1,0,0.954964549,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,3,1,1,1,0,0.972074631,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,5,4,1,4,1,1,0,0.954964549,,,,,
Sacramento,Lease,PHEV,Chevrolet,5,,3,3,5,1,1,1,0,0.903350523,,,,,
Alameda,Purchase,PHEV,Toyota,5,,3,4,3,2,3,1,0,1.337563297,,,,,
Los Angeles,Lease,BEV,Toyota,5,,5,5,5,,5,1,1,0.908147037,,,,,
Riverside,Purchase,BEV,Tesla,5,,4,3,1,1,,1,0,0.826157539,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,3,2,4,2,3,1,0,1.255790796,,,,,
Los Angeles,Lease,BEV,Other,5,,5,5,5,1,3,1,0,1.152959188,,,,,
Santa Clara,Purchase,PHEV,Other,5,,4,4,2,5,3,1,0,0.877454143,,,,,
Ventura,Purchase,BEV,BMW,5,,3,3,1,1,1,1,0,0.561934741,,,,,
Marin,Purchase,PHEV,Ford,5,,3,3,1,1,1,1,0,0.759627382,,,,,
Orange,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.972074631,,,,,
Los Angeles,Purchase,PHEV,Other,5,,4,4,1,1,1,1,0,0.863450739,,,,,
Riverside,Lease,PHEV,Chevrolet,5,,1,1,5,3,2,0,0,1.086407904,,,,,
San Luis Obispo,Lease,BEV,Other,5,,3,3,3,1,,0,0,0.356321619,,,,,
El Dorado,Purchase,BEV,Tesla,5,,2,2,1,1,1,0,0,0.667149557,,,,,
Contra Costa,Lease,BEV,Other,5,,1,1,1,5,1,1,0,1.052560379,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,2,1,1,4,1,0,0.970452121,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,5,,5,5,2,2,1,1,0,0.984694837,,,,,
Santa Cruz,Purchase,BEV,Nissan,5,,5,5,,,5,0,0,0.742136513,,,,,
Orange,Lease,BEV,Tesla,5,,5,5,5,5,5,1,0,1.239696126,,,,,
Alameda,Purchase,BEV,Tesla,5,,4,4,1,1,3,1,0,0.977121928,,,,,
Marin,Purchase,BEV,Tesla,5,,5,5,,,,1,0,0.863908889,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.954964549,,,,,
San Mateo,Purchase,BEV,Tesla,5,,4,4,1,3,1,1,0,0.956926686,,,,,
San Mateo,Purchase,PHEV,Toyota,5,,4,3,1,1,3,1,0,1.309918421,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,1,5,1,1,0,0.972074631,,,,,
Santa Clara,Purchase,PHEV,Ford,5,,4,4,1,2,4,1,0,0.972190857,,,,,
Alameda,Purchase,BEV,BMW,5,,4,4,2,1,2,1,0,0.70578969,,,,,
El Dorado,Purchase,BEV,BMW,5,,5,5,1,1,1,1,0,0.49191996,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,4,4,1,1,4,1,0,0.970452121,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,2,5,5,1,0,0.914013272,,,,,
San Diego,Purchase,BEV,BMW,5,,5,5,1,1,1,1,0,0.567871982,,,,,
San Diego,Purchase,BEV,Tesla,5,,5,5,1,1,4,1,0,0.739225234,,,,,
El Dorado,Purchase,BEV,Tesla,5,,3,3,1,2,1,0,0,0.667149557,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.954964549,,,,,
Contra Costa,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.94047634,,,,,
Orange,Lease,BEV,Nissan,5,,4,4,3,5,4,1,0,1.169072537,,,,,
San Diego,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.786183438,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,1,3,5,1,0,0.970452121,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,2,2,3,1,,1,0,0.970452121,,,,,
San Mateo,Purchase,BEV,Tesla,5,,5,5,1,4,4,1,0,0.956926686,,,,,
Alameda,Purchase,BEV,Tesla,5,,5,5,2,4,4,1,0,0.918759097,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,4,3,1,0,0.970452121,,,,,
Sacramento,Lease,PHEV,Ford,5,,2,2,4,1,1,1,0,0.87764586,,,,,
Santa Clara,Purchase,PHEV,Toyota,5,,3,3,2,5,3,1,0,1.328433127,,,,,
Sacramento,Lease,PHEV,Ford,5,,4,4,4,1,1,1,1,0.87764586,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,1,5,2,1,0,0.970452121,,,,,
Los Angeles,Lease,BEV,Tesla,5,,4,4,4,4,3,1,1,1.217875474,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.954964549,,,,,
Santa Clara,Lease,PHEV,Chevrolet,5,,5,5,3,3,5,1,0,1.276157154,,,,,
Contra Costa,Purchase,BEV,Tesla,5,,5,5,1,1,1,1,0,0.94047634,,,,,
San Bernardino,Lease,PHEV,Ford,5,,5,5,5,5,5,1,1,0.990973182,,,,,
San Luis Obispo,Purchase,BEV,Tesla,5,,4,4,1,1,1,0,0,0.568679917,,,,,
Marin,Purchase,BEV,Tesla,5,,4,4,3,5,4,1,0,0.812308197,,,,,
San Diego,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.786183438,,,,,
Los Angeles,Purchase,BEV,BMW,5,,3,3,1,4,1,1,0,0.704139152,,,,,
Santa Clara,Purchase,BEV,Other,5,,2,3,1,4,,1,0,0.684598943,,,,,
Sonoma,Lease,PHEV,Chevrolet,5,,2,5,4,1,4,0,0,1.013667233,,,,,
Monterey,Purchase,BEV,Tesla,5,,3,3,1,1,3,0,0,0.720558011,,,,,
Alameda,Purchase,BEV,Tesla,5,,5,5,,5,,1,0,0.977121928,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.912487673,,,,,
Los Angeles,Purchase,PHEV,Toyota,5,,2,2,1,2,2,1,1,1.30723249,,,,,
San Francisco,Lease,BEV,BMW,5,,3,4,5,5,1,1,0,0.878510595,,,,,
Santa Cruz,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.786968927,,,,,
Los Angeles,Lease,BEV,Other,5,,3,4,3,4,3,1,1,1.068775263,,,,,
Santa Barbara,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.70803062,,,,,
Kern,Purchase,PHEV,Toyota,5,,5,5,,,,0,0,1.172091978,,,,,
Contra Costa,Lease,BEV,Tesla,5,,2,4,5,3,1,1,0,1.127759261,,,,,
Los Angeles,Lease,BEV,FIAT,5,,5,5,5,1,2,1,0,1.109838005,,,,,
Santa Clara,Lease,PHEV,Chevrolet,5,,4,4,4,5,5,1,0,1.276157154,,,,,
Sutter,Purchase,BEV,Tesla,5,,2,3,1,1,3,1,0,0.7399171,,,,,
Santa Clara,Lease,BEV,Nissan,5,,2,5,5,5,2,1,0,1.224368966,,,,,
San Diego,Lease,BEV,Nissan,5,,5,5,5,1,1,0,0,0.945509159,,,,,
Santa Clara,Purchase,PHEV,Toyota,5,,5,5,1,4,3,1,0,1.328433127,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,4,3,4,4,0,0,0.954964549,,,,,
Santa Clara,Lease,BEV,Nissan,5,,5,5,4,5,,1,0,1.224368966,,,,,
Contra Costa,Lease,BEV,Other,5,,5,5,5,5,3,1,0,0.824421912,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,5,5,3,1,0,0.972074631,,,,,
Santa Clara,Lease,BEV,Toyota,5,,3,4,4,2,5,1,0,0.922875324,,,,,
Ventura,Purchase,BEV,Tesla,5,,3,3,1,2,3,1,0,0.731496452,,,,,
Alameda,Purchase,BEV,Tesla,5,,5,4,1,1,1,1,0,0.918759097,,,,,
Los Angeles,Lease,BEV,FIAT,5,,5,5,3,5,1,1,0,1.109838005,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,4,1,3,4,1,0,0.954964549,,,,,
Monterey,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.720558011,,,,,
San Diego,Lease,BEV,Ford,5,,4,4,4,1,1,1,0,0.793477605,,,,,
San Joaquin,Purchase,BEV,Tesla,5,,5,5,1,4,5,1,0,0.664457655,,,,,
San Diego,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.786183438,,,,,
Sonoma,Purchase,PHEV,Chevrolet,5,,4,4,1,1,3,0,0,0.794840107,,,,,
San Diego,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.786183438,,,,,
Riverside,Lease,BEV,Other,5,,5,4,5,3,1,1,0,0.857484693,,,,,
San Diego,Lease,BEV,Toyota,5,,3,4,5,3,5,1,0,0.747640486,,,,,
Orange,Lease,BEV,Nissan,5,,3,3,4,1,3,1,0,1.043829753,,,,,
Orange,Purchase,BEV,Tesla,5,,,,,,,1,0,0.972074631,,,,,
Orange,Purchase,BEV,Tesla,5,,3,3,1,,2,1,0,0.972074631,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,,5,4,,0,0.914013272,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,4,2,2,4,1,0,0.954964549,,,,,
San Joaquin,Purchase,BEV,Tesla,5,,4,4,1,1,3,1,1,0.664457655,,,,,
San Diego,Purchase,BEV,Nissan,5,,5,5,1,1,1,0,0,0.777761526,,,,,
Los Angeles,Lease,BEV,BMW,5,,5,5,5,5,4,1,0,0.897995433,,,,,
San Diego,Purchase,BEV,Tesla,5,,2,2,1,1,,1,0,0.786183438,,,,,
Los Angeles,Lease,BEV,BMW,5,,5,5,5,3,1,1,0,0.897995433,,,,,
San Francisco,Purchase,BEV,BMW,5,,4,4,2,1,1,1,0,0.688860636,,,,,
Contra Costa,Purchase,PHEV,Ford,5,,5,5,1,5,4,1,0,0.94216137,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,5,5,2,1,2,1,0,0.954964549,,,,,
Alameda,Purchase,BEV,Ford,5,,5,5,1,2,5,1,1,0.773292695,,,,,
Los Angeles,Lease,BEV,Other,5,,5,5,5,1,1,1,0,0.991175949,,,,,
Yolo,Purchase,PHEV,Chevrolet,5,,5,3,1,1,3,0,0,0.747132023,,,,,
San Francisco,Purchase,BEV,Tesla,5,,3,3,1,2,3,1,0,0.934243587,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,1,1,1,1,0,0,0.970452121,,,,,
San Diego,Purchase,BEV,Tesla,5,,3,3,2,1,1,1,0,0.786183438,,,,,
Los Angeles,Lease,BEV,FIAT,5,,4,4,5,1,3,1,0,1.109838005,,,,,
Riverside,Lease,BEV,BMW,5,,5,5,5,5,,1,0,0.7768725,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,,5,,5,5,1,0,1.255790796,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,1,2,1,5,1,1,0,0.970452121,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,5,,3,3,1,1,3,,0,0.984694837,,,,,
Orange,Purchase,BEV,Tesla,5,,3,2,1,1,2,1,0,0.972074631,,,,,
Alameda,Purchase,BEV,Tesla,5,,5,5,1,2,5,,0,0.977121928,,,,,
Los Angeles,Lease,BEV,Tesla,5,,2,2,3,1,1,1,0,1.217875474,,,,,
Alameda,Purchase,PHEV,Other,5,,3,3,1,3,1,1,0,0.883484786,,,,,
Alameda,Purchase,BEV,Other,5,,5,5,,4,1,1,0,0.689304113,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.897925164,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,4,4,4,3,4,1,0,1.255790796,,,,,
Santa Cruz,Lease,BEV,Tesla,5,,4,4,4,1,1,1,0,1.003629042,,,,,
Sacramento,Purchase,BEV,Chevrolet,5,,4,4,1,2,3,1,0,0.495216708,,,,,
Monterey,Purchase,BEV,Nissan,5,,5,5,1,1,1,0,0,0.606713109,,,,,
Ventura,Purchase,BEV,Tesla,5,,4,3,1,3,1,0,0,0.777963697,,,,,
San Bernardino,Purchase,BEV,Tesla,5,,3,3,2,1,1,1,0,0.883717791,,,,,
San Diego,Purchase,BEV,Nissan,5,,2,2,1,2,2,1,0,0.741395772,,,,,
San Mateo,Lease,BEV,Other,5,,4,3,4,1,1,1,0,0.838842291,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,4,1,1,1,0,0,0.786183438,,,,,
Santa Clara,Lease,BEV,Nissan,5,,4,4,5,4,1,1,0,1.224368966,,,,,
San Luis Obispo,Purchase,PHEV,Other,5,,4,4,1,3,4,1,0,0.341236068,,,,,
Ventura,Lease,PHEV,Chevrolet,5,,2,2,2,1,1,1,0,1.023032375,,,,,
Santa Clara,Lease,PHEV,Ford,5,,4,4,5,5,3,1,0,1.239844351,,,,,
Los Angeles,Lease,BEV,BMW,5,,4,4,5,4,3,1,0,0.879689555,,,,,
Orange,Purchase,PHEV,Ford,5,,4,4,1,1,1,1,0,0.973816275,,,,,
San Diego,Lease,BEV,Tesla,5,,4,4,3,1,,1,0,1.0026273,,,,,
Marin,Purchase,BEV,BMW,5,,5,5,5,3,1,1,0,0.62401423,,,,,
Los Angeles,Lease,BEV,Other,5,,4,4,3,2,3,1,0,0.859142089,,,,,
Orange,Purchase,BEV,Tesla,5,,5,5,1,1,1,1,0,0.972074631,,,,,
San Diego,Lease,BEV,Tesla,5,,5,5,5,4,5,1,0,1.0026273,,,,,
Los Angeles,Lease,BEV,Other,5,,3,3,4,2,3,1,0,0.859142089,,,,,
Riverside,Purchase,BEV,BMW,5,,5,5,1,3,4,1,0,0.609163837,,,,,
Los Angeles,Lease,BEV,Other,5,,4,4,4,4,4,1,0,1.068775263,,,,,
Monterey,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.720558011,,,,,
Sacramento,Lease,BEV,BMW,5,,4,4,4,1,1,0,0,0.63280287,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,1,3,,,,1,0,0.897925164,,,,,
Monterey,Purchase,BEV,Tesla,5,,2,2,1,3,1,1,0,0.720558011,,,,,
Alameda,Purchase,BEV,Tesla,5,,5,5,1,5,2,1,0,0.918759097,,,,,
San Diego,Lease,PHEV,Chevrolet,5,,4,4,4,4,4,1,0,1.033841441,,,,,
Sacramento,Purchase,BEV,Tesla,5,,5,5,1,1,1,1,0,0.645920617,,,,,
Orange,Purchase,PHEV,Chevrolet,5,,5,5,1,4,5,1,0,1.002337596,,,,,
Yolo,Purchase,BEV,BMW,5,,3,3,1,2,1,1,0,0.534261874,,,,,
Alameda,Lease,PHEV,Ford,5,,5,5,4,2,4,1,0,1.24836566,,,,,
Los Angeles,Purchase,BEV,BMW,5,,3,3,,1,,,0,0.704139152,,,,,
Los Angeles,Lease,PHEV,Chevrolet,5,,2,2,4,2,,1,0,1.255790796,,,,,
Los Angeles,Lease,PHEV,Other,5,,5,5,4,5,1,1,0,1.101167032,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.954964549,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,3,1,1,1,1,0,0.954964549,,,,,
San Mateo,Purchase,BEV,Tesla,5,,1,1,1,1,1,1,0,0.956926686,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,5,5,,,,1,0,0.954964549,,,,,
Sacramento,Purchase,BEV,Tesla,5,,4,3,1,4,4,1,0,0.686951782,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,2,1,3,1,1,0,0.970452121,,,,,
San Mateo,Purchase,BEV,Tesla,5,,2,2,2,1,1,1,0,0.956926686,,,,,
Riverside,Purchase,BEV,Tesla,5,,5,4,2,5,5,1,0,0.826157539,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,3,3,1,2,1,1,0,0.970452121,,,,,
San Diego,Lease,BEV,BMW,5,,3,3,4,3,2,1,0,0.739283084,,,,,
Alameda,Purchase,BEV,Tesla,5,,2,2,1,1,1,1,0,0.918759097,,,,,
Alameda,Lease,BEV,Tesla,5,,5,5,5,3,1,1,0,1.246132992,,,,,
Contra Costa,Purchase,BEV,Tesla,5,,1,1,1,1,1,0,0,0.94047634,,,,,
San Diego,Purchase,BEV,Tesla,5,,4,3,2,5,2,1,0,0.786183438,,,,,
Sacramento,Purchase,BEV,Chevrolet,5,,4,5,1,1,1,0,0,0.495216708,,,,,
Alameda,Purchase,BEV,Tesla,5,,5,5,1,5,5,1,0,0.977121928,,,,,
San Diego,Lease,BEV,Other,5,,5,5,5,2,1,1,0,0.81599481,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,3,4,1,5,4,1,0,0.954964549,,,,,
Los Angeles,Lease,BEV,Tesla,5,,4,3,3,1,1,1,0,1.217875474,,,,,
San Mateo,Purchase,BEV,Tesla,5,,3,3,1,3,1,0,0,0.956926686,,,,,
Orange,Purchase,BEV,Tesla,5,,1,4,,,1,1,0,0.972074631,,,,,
San Diego,Purchase,BEV,Tesla,5,,5,5,1,1,5,1,0,0.786183438,,,,,
San Diego,Lease,BEV,Other,5,,5,4,4,,,1,0,0.81599481,,,,,
Los Angeles,Purchase,BEV,Tesla,5,,5,5,1,5,5,1,0,0.897925164,,,,,
Orange,Lease,BEV,Tesla,5,,3,4,5,3,3,1,0,1.239696126,,,,,
San Mateo,Purchase,BEV,Tesla,5,,2,2,2,5,2,1,0,0.956926686,,,,,
Orange,Purchase,BEV,Tesla,5,,4,4,1,1,1,1,0,0.972074631,,,,,
Contra Costa,Purchase,BEV,Tesla,5,,4,3,1,1,2,1,0,0.94047634,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,1,5,4,1,0,0.970452121,,,,,
Riverside,Lease,BEV,BMW,5,,4,4,5,5,3,1,0,0.761035746,,,,,
Orange,Lease,BEV,Other,5,,4,4,4,1,4,1,0,0.874535321,,,,,
Los Angeles,Lease,BEV,BMW,5,,3,5,5,2,1,1,1,0.879689555,,,,,
Santa Clara,Lease,BEV,Nissan,5,,5,5,5,5,5,1,0,1.224368966,,,,,
Santa Clara,Purchase,BEV,Tesla,5,,5,5,1,3,,1,0,0.912487673,,,,,
San Diego,Lease,BEV,Chevrolet,5,,5,5,5,5,5,1,0,0.722784051,,,,,
Orange,Purchase,BEV,Tesla,5,,2,1,1,1,1,1,0,0.972074631,,,,,
Orange,Lease,BEV,Nissan,5,,5,5,5,3,4,1,0,1.226416004,,,,,
