home_loc,dest_loc,HomeTAZfactor,superD_dest,n,dest_lat,dest_lon,HomeTAZ,home_lat,home_lon,opt_time,pes_time,transit_time
37.3743651621622+-121.867180378378,37.3861960858995+-121.866317929335,598,12.0,1539,37.38619609,-121.8663179,598,37.37436516,-121.8671804,262.0,314.0,1242.0
37.3747586630435+-122.061699586957,37.3787519414778+-121.994584766866,391,9.0,973,37.37875194,-121.9945848,391,37.37475866,-122.0616996,672.0,1003.0,3970.0
37.3755339607843+-121.842879294118,37.3861960858995+-121.866317929335,632,12.0,980,37.38619609,-121.8663179,632,37.37553396,-121.8428793,365.0,479.0,2344.0
37.3758603686274+-122.030907592157,37.3787519414778+-121.994584766866,450,9.0,761,37.37875194,-121.9945848,450,37.37586037,-122.0309076,408.0,525.0,2481.0
37.376300755102+-122.038625020408,37.3787519414778+-121.994584766866,394,9.0,710,37.37875194,-121.9945848,394,37.37630076,-122.038625,445.0,568.0,3006.0
37.37678275+-122.111698442308,37.4088246971407+-122.110194527652,370,8.0,685,37.4088247,-122.1101945,370,37.37678275,-122.1116984,494.0,794.0,1725.0
37.3771101565217+-121.883179034783,37.3207019697235+-121.904550622856,601,11.0,768,37.32070197,-121.9045506,601,37.37711016,-121.883179,815.0,1055.0,3568.0
37.3771101565217+-121.883179034783,37.3787519414778+-121.994584766866,601,9.0,809,37.37875194,-121.9945848,601,37.37711016,-121.883179,905.0,1250.0,5828.0
37.3771101565217+-121.883179034783,37.3861960858995+-121.866317929335,601,12.0,1134,37.38619609,-121.8663179,601,37.37711016,-121.883179,395.0,424.0,3593.0
37.3789168142202+-122.023224988532,37.3787519414778+-121.994584766866,426,9.0,921,37.37875194,-121.9945848,426,37.37891681,-122.023225,288.0,341.0,2258.0
37.3800308787879+-122.056138520202,37.3787519414778+-121.994584766866,392,9.0,963,37.37875194,-121.9945848,392,37.38003088,-122.0561385,603.0,791.0,5132.0
37.3807788833333+-122.048385383333,37.3787519414778+-121.994584766866,393,9.0,813,37.37875194,-121.9945848,393,37.38077888,-122.0483854,470.0,591.0,4019.0
37.3822482352941+-121.850435235294,37.3861960858995+-121.866317929335,631,12.0,846,37.38619609,-121.8663179,631,37.38224824,-121.8504352,313.0,424.0,2075.0
37.3833691333333+-121.834955733333,37.3861960858995+-121.866317929335,630,12.0,1487,37.38619609,-121.8663179,630,37.38336913,-121.8349557,444.0,581.0,2612.0
37.3854574285714+-121.8573485,37.3861960858995+-121.866317929335,627,12.0,973,37.38619609,-121.8663179,627,37.38545743,-121.8573485,185.0,236.0,1120.0
37.3856464270833+-122.022336833333,37.3787519414778+-121.994584766866,425,9.0,863,37.37875194,-121.9945848,425,37.38564643,-122.0223368,354.0,406.0,2247.0
37.38576175+-121.8183605,37.3861960858995+-121.866317929335,629,12.0,795,37.38619609,-121.8663179,629,37.38576175,-121.8183605,539.0,781.0,3189.0
37.3861713412698+-122.089335740741,37.4088246971407+-122.110194527652,381,8.0,1014,37.4088247,-122.1101945,381,37.38617134,-122.0893357,481.0,832.0,1734.0
37.3876788879837+-122.037874535642,37.3787519414778+-121.994584766866,395,9.0,941,37.37875194,-121.9945848,395,37.38767889,-122.0378745,385.0,502.0,3275.0
37.3886222+-121.948483333333,37.3787519414778+-121.994584766866,414,9.0,696,37.37875194,-121.9945848,414,37.3886222,-121.9484833,475.0,654.0,2736.0
37.3895857+-121.873588675,37.3861960858995+-121.866317929335,599,12.0,754,37.38619609,-121.8663179,599,37.3895857,-121.8735887,218.0,218.0,818.0
37.3897662548387+-121.889326548387,37.3787519414778+-121.994584766866,605,9.0,1148,37.37875194,-121.9945848,605,37.38976625,-121.8893265,824.0,1460.0,6405.0
37.3897662548387+-121.889326548387,37.3861960858995+-121.866317929335,605,12.0,1720,37.38619609,-121.8663179,605,37.38976625,-121.8893265,386.0,436.0,1679.0
37.3901085434783+-122.008564717391,37.3787519414778+-121.994584766866,423,9.0,1316,37.37875194,-121.9945848,423,37.39010854,-122.0085647,374.0,517.0,1934.0
37.3901825185185+-122.017586314815,37.3787519414778+-121.994584766866,424,9.0,1700,37.37875194,-121.9945848,424,37.39018252,-122.0175863,423.0,579.0,2428.0
37.3908485774648+-121.863888394366,37.3861960858995+-121.866317929335,625,12.0,1021,37.38619609,-121.8663179,625,37.39084858,-121.8638884,270.0,328.0,1226.0
37.3955514186047+-121.993081046512,37.3787519414778+-121.994584766866,419,9.0,877,37.37875194,-121.9945848,419,37.39555142,-121.993081,398.0,657.0,1585.0
37.3955519708738+-122.090081432039,37.4088246971407+-122.110194527652,379,8.0,1117,37.4088247,-122.1101945,379,37.39555197,-122.0900814,297.0,444.0,1082.0
37.3969854931507+-121.953785424658,37.3787519414778+-121.994584766866,413,9.0,1395,37.37875194,-121.9945848,413,37.39698549,-121.9537854,497.0,741.0,2964.0
37.3970295096525+-122.095979436293,37.4088246971407+-122.110194527652,380,8.0,1023,37.4088247,-122.1101945,380,37.39702951,-122.0959794,242.0,370.0,1079.0
37.3985356666667+-121.839074777778,37.3861960858995+-121.866317929335,628,12.0,768,37.38619609,-121.8663179,628,37.39853567,-121.8390748,359.0,471.0,1478.0
37.3993617620397+-122.103301016997,37.4088246971407+-122.110194527652,372,8.0,1200,37.4088247,-122.1101945,372,37.39936176,-122.103301,228.0,325.0,1060.0
37.401220233677+-121.956603745704,37.3787519414778+-121.994584766866,416,9.0,1467,37.37875194,-121.9945848,416,37.40122023,-121.9566037,604.0,917.0,3713.0
37.4013711175337+-121.925556473988,37.3787519414778+-121.994584766866,410,9.0,1056,37.37875194,-121.9945848,410,37.40137112,-121.9255565,544.0,939.0,3420.0
37.4018076062992+-122.016556165354,37.3787519414778+-121.994584766866,422,9.0,1063,37.37875194,-121.9945848,422,37.40180761,-122.0165562,584.0,841.0,3310.0
37.4025570526316+-121.858357894737,37.3861960858995+-121.866317929335,626,12.0,744,37.38619609,-121.8663179,626,37.40255705,-121.8583579,342.0,505.0,1994.0
37.4045730778443+-122.003949844311,37.3787519414778+-121.994584766866,421,9.0,1057,37.37875194,-121.9945848,421,37.40457308,-122.0039498,557.0,898.0,3145.0
37.4046826950673+-122.080100524664,37.4088246971407+-122.110194527652,376,8.0,673,37.4088247,-122.1101945,376,37.4046827,-122.0801005,361.0,601.0,1388.0
37.4048991125+-122.1147636375,37.4088246971407+-122.110194527652,365,8.0,751,37.4088247,-122.1101945,365,37.40489911,-122.1147636,191.0,246.0,751.0
37.4094253546798+-121.89670182266,37.3861960858995+-121.866317929335,606,12.0,790,37.38619609,-121.8663179,606,37.40942535,-121.8967018,420.0,628.0,2868.0
37.4096361917808+-122.128799568493,37.4088246971407+-122.110194527652,367,8.0,1174,37.4088247,-122.1101945,367,37.40963619,-122.1287996,404.0,616.0,1190.0
37.4096853367876+-121.94228321956,37.3861960858995+-121.866317929335,412,12.0,1237,37.38619609,-121.8663179,412,37.40968534,-121.9422832,780.0,1341.0,2337.0
37.4099922857143+-121.880245,37.3861960858995+-121.866317929335,621,12.0,673,37.38619609,-121.8663179,621,37.40999229,-121.880245,400.0,489.0,2309.0
37.4115513928571+-121.858473714286,37.3861960858995+-121.866317929335,623,12.0,982,37.38619609,-121.8663179,623,37.41155139,-121.8584737,457.0,543.0,2571.0
37.4180318133333+-122.128404431111,37.4088246971407+-122.110194527652,366,8.0,1115,37.4088247,-122.1101945,366,37.41803181,-122.1284044,362.0,472.0,1450.0
37.4193382989691+-121.905491865979,37.3861960858995+-121.866317929335,607,12.0,754,37.38619609,-121.8663179,607,37.4193383,-121.9054919,526.0,831.0,2122.0
37.4234400681818+-122.107443909091,37.4088246971407+-122.110194527652,362,8.0,873,37.4088247,-122.1101945,362,37.42344007,-122.1074439,314.0,527.0,915.0
37.4258512857143+-121.866890714286,37.3861960858995+-121.866317929335,619,12.0,696,37.38619609,-121.8663179,619,37.42585129,-121.8668907,496.0,704.0,2903.0
37.4258545572519+-122.147118778626,37.4088246971407+-122.110194527652,351,8.0,894,37.4088247,-122.1101945,351,37.42585456,-122.1471188,447.0,742.0,1654.0
37.4259961428571+-122.150832142857,37.4088246971407+-122.110194527652,353,8.0,930,37.4088247,-122.1101945,353,37.42599614,-122.1508321,540.0,878.0,1705.0
37.4280588387097+-121.882416129032,37.3861960858995+-121.866317929335,617,12.0,861,37.38619609,-121.8663179,617,37.42805884,-121.8824161,451.0,559.0,2807.0
37.4281243007812+-122.129582152344,37.4088246971407+-122.110194527652,360,8.0,1010,37.4088247,-122.1101945,360,37.4281243,-122.1295822,378.0,530.0,1403.0
37.4371100588235+-121.910390117647,37.3861960858995+-121.866317929335,611,12.0,790,37.38619609,-121.8663179,611,37.43711006,-121.9103901,548.0,691.0,2439.0
37.4389379684211+-122.121387236842,37.4088246971407+-122.110194527652,361,8.0,1129,37.4088247,-122.1101945,361,37.43893797,-122.1213872,519.0,765.0,1909.0
37.4393741818182+-121.877973,37.3861960858995+-121.866317929335,616,12.0,830,37.38619609,-121.8663179,616,37.43937418,-121.877973,462.0,572.0,3162.0
37.4446886836735+-122.132828010204,37.4088246971407+-122.110194527652,358,8.0,973,37.4088247,-122.1101945,358,37.44468868,-122.132828,423.0,692.0,1629.0
37.4466228325893+-122.157852957589,37.4088246971407+-122.110194527652,356,8.0,1584,37.4088247,-122.1101945,356,37.44662283,-122.157853,617.0,903.0,1559.0
37.4499036428571+-122.422635857143,37.5488000637396+-122.303057092897,296,6.0,1637,37.54880006,-122.3030571,296,37.44990364,-122.4226359,1434.0,1911.0,3697.0
37.4516516969697+-122.143315090909,37.4088246971407+-122.110194527652,357,8.0,711,37.4088247,-122.1101945,357,37.4516517,-122.1433151,568.0,901.0,2048.0
37.4528837755102+-122.204920408163,37.4721443506494+-122.218101215133,342,7.0,745,37.47214435,-122.2181012,342,37.45288378,-122.2049204,348.0,517.0,1794.0
37.4535309716981+-121.916831679245,37.3861960858995+-121.866317929335,612,12.0,746,37.38619609,-121.8663179,612,37.45353097,-121.9168317,677.0,857.0,4718.0
37.4588288095238+-122.143575595238,37.4088246971407+-122.110194527652,335,8.0,1011,37.4088247,-122.1101945,335,37.45882881,-122.1435756,506.0,828.0,2568.0
37.4588288095238+-122.143575595238,37.4721443506494+-122.218101215133,335,7.0,1237,37.47214435,-122.2181012,335,37.45882881,-122.1435756,627.0,1073.0,3101.0
37.45911309375+-122.25652634375,37.4721443506494+-122.218101215133,301,7.0,1043,37.47214435,-122.2181012,301,37.45911309,-122.2565263,533.0,859.0,2462.0
37.459434325+-122.22425975,37.4721443506494+-122.218101215133,322,7.0,855,37.47214435,-122.2181012,322,37.45943433,-122.2242598,290.0,406.0,940.0
37.4654714311927+-122.230469651376,37.4721443506494+-122.218101215133,320,7.0,1192,37.47214435,-122.2181012,320,37.46547143,-122.2304697,302.0,368.0,996.0
37.4667285526316+-122.137170486842,37.4088246971407+-122.110194527652,333,8.0,930,37.4088247,-122.1101945,333,37.46672855,-122.1371705,639.0,1023.0,4303.0
37.4667285526316+-122.137170486842,37.4721443506494+-122.218101215133,333,7.0,1718,37.47214435,-122.2181012,333,37.46672855,-122.1371705,669.0,1097.0,3570.0
37.4668198571429+-122.266598857143,37.4721443506494+-122.218101215133,302,7.0,874,37.47214435,-122.2181012,302,37.46681986,-122.2665989,684.0,986.0,3518.0
37.46816925+-122.14402625,37.4721443506494+-122.218101215133,334,7.0,1296,37.47214435,-122.2181012,334,37.46816925,-122.1440263,645.0,1021.0,3399.0
37.4683350411985+-122.218204258427,37.4721443506494+-122.218101215133,323,7.0,1176,37.47214435,-122.2181012,323,37.46833504,-122.2182043,99.0,100.0,420.0
37.4685669473684+-122.225953684211,37.4721443506494+-122.218101215133,324,7.0,1058,37.47214435,-122.2181012,324,37.46856695,-122.2259537,242.0,286.0,731.0
37.4716731875+-122.2116475625,37.4721443506494+-122.218101215133,327,7.0,1182,37.47214435,-122.2181012,327,37.47167319,-122.2116476,154.0,204.0,709.0
37.4717779565217+-122.256077086957,37.4721443506494+-122.218101215133,303,7.0,804,37.47214435,-122.2181012,303,37.47177796,-122.2560771,484.0,778.0,2576.0
37.4744942857143+-122.199236952381,37.4721443506494+-122.218101215133,328,7.0,941,37.47214435,-122.2181012,328,37.47449429,-122.199237,380.0,505.0,1608.0
37.4766637619048+-122.160210952381,37.4721443506494+-122.218101215133,331,7.0,1146,37.47214435,-122.2181012,331,37.47666376,-122.160211,619.0,1046.0,3377.0
37.4772963064516+-122.231237596774,37.4721443506494+-122.218101215133,325,7.0,1468,37.47214435,-122.2181012,325,37.47729631,-122.2312376,248.0,358.0,886.0
37.4773154+-122.1366688,37.4721443506494+-122.218101215133,332,7.0,759,37.47214435,-122.2181012,332,37.4773154,-122.1366688,783.0,1316.0,3912.0
37.4804993985507+-122.227827289855,37.4721443506494+-122.218101215133,326,7.0,801,37.47214435,-122.2181012,326,37.4804994,-122.2278273,152.0,263.0,547.0
37.4806695116279+-122.207238534884,37.4721443506494+-122.218101215133,329,7.0,1484,37.47214435,-122.2181012,329,37.48066951,-122.2072385,382.0,563.0,1894.0
37.4820416666667+-122.274695466667,37.4721443506494+-122.218101215133,304,7.0,801,37.47214435,-122.2181012,304,37.48204167,-122.27469550000001,810.0,1196.0,4100.0
37.484468578125+-122.1962988125,37.4721443506494+-122.218101215133,330,7.0,1190,37.47214435,-122.2181012,330,37.48446858,-122.1962988,433.0,626.0,2588.0
37.4848759166667+-122.42755575,37.5488000637396+-122.303057092897,295,6.0,764,37.54880006,-122.3030571,295,37.48487592,-122.4275558,1433.0,1912.0,4839.0
37.4863045157895+-122.211656126316,37.4721443506494+-122.218101215133,314,7.0,1476,37.47214435,-122.2181012,314,37.48630452,-122.2116561,294.0,484.0,1811.0
37.487436725+-121.923960175,37.5524569479901+-121.993311722545,749,16.0,1097,37.55245695,-121.9933117,749,37.48743673,-121.9239602,673.0,1106.0,2835.0
37.4878576480447+-122.240721502793,37.4721443506494+-122.218101215133,317,7.0,842,37.47214435,-122.2181012,317,37.48785765,-122.2407215,362.0,691.0,1057.0
37.5014697142857+-121.925260642857,37.5524569479901+-121.993311722545,753,16.0,727,37.55245695,-121.9933117,753,37.50146971,-121.9252606,747.0,1275.0,3817.0
37.5032832142857+-122.280310214286,37.4721443506494+-122.218101215133,307,7.0,726,37.47214435,-122.2181012,307,37.50328321,-122.2803102,835.0,1522.0,2878.0
37.503846+-122.470111703704,37.5488000637396+-122.303057092897,294,6.0,1123,37.54880006,-122.3030571,294,37.503846,-122.4701117,1594.0,2116.0,4857.0
37.50413721+-122.26161431,37.4721443506494+-122.218101215133,309,7.0,1126,37.47214435,-122.2181012,309,37.50413721,-122.2616143,593.0,1173.0,1859.0
37.5097664264151+-122.301729977358,37.5488000637396+-122.303057092897,288,6.0,947,37.54880006,-122.3030571,288,37.50976643,-122.30173,651.0,867.0,3886.0
37.515973311828+-121.956803870968,37.5524569479901+-121.993311722545,758,16.0,1228,37.55245695,-121.9933117,758,37.51597331,-121.9568039,569.0,1022.0,2164.0
37.51728921875+-122.30773775,37.5488000637396+-122.303057092897,289,6.0,1022,37.54880006,-122.3030571,289,37.51728922,-122.3077378,694.0,926.0,2943.0
37.519700190625+-122.285069371875,37.5488000637396+-122.303057092897,286,6.0,1051,37.54880006,-122.3030571,286,37.51970019,-122.2850694,589.0,817.0,2058.0
37.5214358166667+-121.971078483333,37.5524569479901+-121.993311722545,759,16.0,1470,37.55245695,-121.9933117,759,37.52143582,-121.9710785,502.0,909.0,2461.0
37.5215077948718+-122.004710794872,37.5524569479901+-121.993311722545,767,16.0,1592,37.55245695,-121.9933117,767,37.52150779,-122.0047108,468.0,875.0,2101.0
37.5299094527027+-122.034771689189,37.5524569479901+-121.993311722545,773,16.0,998,37.55245695,-121.9933117,773,37.52990945,-122.0347717,574.0,825.0,2382.0
37.5333752556391+-121.96095693985,37.5524569479901+-121.993311722545,761,16.0,1776,37.55245695,-121.9933117,761,37.53337526,-121.9609569,319.0,669.0,1304.0
37.5335331428571+-122.506628959184,37.5488000637396+-122.303057092897,293,6.0,986,37.54880006,-122.3030571,293,37.53353314,-122.506629,2113.0,2677.0,7283.0
37.5339863980263+-121.971249144737,37.5524569479901+-121.993311722545,760,16.0,1234,37.55245695,-121.9933117,760,37.5339864,-121.9712491,370.0,638.0,1682.0
37.5341512555555+-122.299296359259,37.5488000637396+-122.303057092897,284,6.0,870,37.54880006,-122.3030571,284,37.53415126,-122.2992964,344.0,492.0,1042.0
37.53479727+-122.03403506,37.5524569479901+-121.993311722545,772,16.0,1028,37.55245695,-121.9933117,772,37.53479727,-122.0340351,533.0,778.0,2480.0
37.5355912369146+-122.268712319559,37.5488000637396+-122.303057092897,273,6.0,749,37.54880006,-122.3030571,273,37.53559124,-122.2687123,536.0,807.0,3104.0
37.5357528235294+-121.989691235294,37.5524569479901+-121.993311722545,764,16.0,1200,37.55245695,-121.9933117,764,37.53575282,-121.9896912,272.0,434.0,1841.0
37.5367483333333+-122.290330277778,37.5488000637396+-122.303057092897,277,6.0,816,37.54880006,-122.3030571,277,37.53674833,-122.2903303,283.0,376.0,1082.0
37.5378536564886+-122.242574641221,37.4721443506494+-122.218101215133,312,7.0,959,37.47214435,-122.2181012,312,37.53785366,-122.2425746,782.0,1294.0,3683.0
37.5380471176471+-122.054590382353,37.5524569479901+-121.993311722545,768,16.0,1566,37.55245695,-121.9933117,768,37.53804712,-122.0545904,775.0,1049.0,3303.0
37.5396976888889+-121.96404997037,37.5524569479901+-121.993311722545,762,16.0,674,37.55245695,-121.9933117,762,37.53969769,-121.96405,308.0,600.0,1522.0
37.5397351071429+-121.938998714286,37.5524569479901+-121.993311722545,756,16.0,1477,37.55245695,-121.9933117,756,37.53973511,-121.9389987,469.0,871.0,3089.0
37.5410132468354+-121.975831018987,37.5524569479901+-121.993311722545,763,16.0,1583,37.55245695,-121.9933117,763,37.54101325,-121.975831,290.0,529.0,1429.0
37.5434396842105+-122.045151736842,37.5524569479901+-121.993311722545,770,16.0,1130,37.55245695,-121.9933117,770,37.54343968,-122.0451517,614.0,890.0,2581.0
37.5434590333333+-122.296308886667,37.5488000637396+-122.303057092897,278,6.0,738,37.54880006,-122.3030571,278,37.54345903,-122.2963089,201.0,211.0,1005.0
37.5434843392857+-122.30930375,37.5488000637396+-122.303057092897,281,6.0,830,37.54880006,-122.3030571,281,37.54348434,-122.3093038,337.0,415.0,843.0
37.5455484285714+-122.030015571429,37.5524569479901+-121.993311722545,771,16.0,1171,37.55245695,-121.9933117,771,37.54554843,-122.0300156,456.0,703.0,2576.0
37.5455645971731+-122.285204067138,37.5488000637396+-122.303057092897,274,6.0,1101,37.54880006,-122.3030571,274,37.5455646,-122.2852041,362.0,495.0,1784.0
37.5483382105263+-122.343808315789,37.5488000637396+-122.303057092897,254,6.0,1062,37.54880006,-122.3030571,254,37.54833821,-122.3438083,531.0,704.0,3098.0
37.5487363333333+-121.951840333333,37.5524569479901+-121.993311722545,779,16.0,1011,37.55245695,-121.9933117,779,37.54873633,-121.9518403,497.0,861.0,2931.0
37.5498397038328+-121.989044317073,37.5524569479901+-121.993311722545,777,16.0,956,37.55245695,-121.9933117,777,37.5498397,-121.9890443,34.0,75.0,349.0
37.5528368492064+-121.998620539683,37.5524569479901+-121.993311722545,775,16.0,1345,37.55245695,-121.9933117,775,37.55283685,-121.9986205,135.0,187.0,535.0
37.554537440367+-122.017293091743,37.5524569479901+-121.993311722545,785,16.0,1244,37.55245695,-121.9933117,785,37.55453744,-122.0172931,379.0,687.0,1656.0
37.5547727333333+-122.3164962,37.5488000637396+-122.303057092897,280,6.0,938,37.54880006,-122.3030571,280,37.55477273,-122.3164962,431.0,491.0,1227.0
37.5562729393939+-122.269456512987,37.5488000637396+-122.303057092897,266,6.0,1125,37.54880006,-122.3030571,266,37.55627294,-122.2694565,505.0,783.0,2509.0
37.5590189099526+-121.995150208531,37.5524569479901+-121.993311722545,776,16.0,1116,37.55245695,-121.9933117,776,37.55901891,-121.9951502,248.0,271.0,864.0
37.5592981230769+-122.005204707692,37.5524569479901+-121.993311722545,774,16.0,1132,37.55245695,-121.9933117,774,37.55929812,-122.0052047,229.0,312.0,653.0
37.559432+-122.308539,37.5488000637396+-122.303057092897,279,6.0,738,37.54880006,-122.3030571,279,37.559432,-122.308539,437.0,489.0,616.0
