taz_key,median_rent,no_of_rentals,taz_driving,taz_transit,commuter_count,home_superD,commute_cost_min,commute_cost_median,all_costs,all_index,com_index,rent_index
1262.0,750.0,20,14.0,55.0,479,26.0,162.0,481.0,1231.0,13.0,27.0,9.0
1263.0,1195.0,10,13.0,60.0,798,26.0,165.0,491.0,1686.0,18.0,28.0,14.0
1264.0,1010.0,249,12.0,64.0,1836,26.0,167.0,496.0,1506.0,16.0,28.0,12.0
1265.0,925.0,45,12.0,68.0,1122,26.0,173.0,515.0,1440.0,16.0,29.0,11.0
1266.0,1500.0,20,14.0,73.0,1500,26.0,192.0,570.0,2070.0,23.0,32.0,18.0
1267.0,1900.0,29,13.0,114.0,1043,26.0,255.0,758.0,2658.0,29.0,43.0,22.0
1268.0,1518.0,188,12.0,84.0,3438,26.0,200.0,595.0,2113.0,23.0,34.0,18.0
1269.0,1023.0,305,12.0,60.0,2789,26.0,160.0,476.0,1499.0,16.0,27.0,12.0
1270.0,1400.0,196,8.0,44.0,5315,26.0,113.0,337.0,1737.0,19.0,19.0,16.0
1271.0,1900.0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0
1273.0,1675.0,22,15.0,136.0,1344,26.0,302.0,897.0,2572.0,28.0,51.0,20.0
1274.0,1200.0,56,17.0,148.0,2255,26.0,332.0,986.0,2186.0,24.0,56.0,14.0
1275.0,1245.0,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0
1276.0,1430.0,142,19.0,144.0,1390,26.0,335.0,996.0,2426.0,26.0,57.0,17.0
1277.0,1695.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0
1278.0,1725.0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0
1279.0,1425.0,51,35.0,224.0,107,26.0,548.0,1630.0,3055.0,33.0,93.0,17.0
1280.0,1895.0,51,20.0,136.0,3471,26.0,327.0,971.0,2866.0,31.0,55.0,22.0
1281.0,1368.0,112,17.0,132.0,2150,26.0,305.0,907.0,2275.0,25.0,52.0,16.0
1282.0,1650.0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0
1283.0,1995.0,24,17.0,138.0,1412,26.0,315.0,937.0,2932.0,32.0,53.0,23.0
1284.0,2950.0,25,14.0,135.0,1779,26.0,295.0,877.0,3827.0,42.0,50.0,35.0
1285.0,1875.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0
1286.0,1800.0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0
1288.0,1750.0,2,25.0,115.0,4182,26.0,317.0,942.0,2692.0,29.0,54.0,21.0
1289.0,1225.0,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0
1290.0,1200.0,32,35.0,137.0,2347,26.0,403.0,1199.0,2399.0,26.0,68.0,14.0
1291.0,1939.0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0
1292.0,1675.0,122,25.0,107.0,1525,27.0,303.0,902.0,2577.0,28.0,51.0,20.0
1293.0,2250.0,201,11.0,58.0,1407,27.0,152.0,451.0,2701.0,29.0,26.0,26.0
1295.0,1950.0,95,16.0,73.0,2444,27.0,202.0,600.0,2550.0,28.0,34.0,23.0
1296.0,2050.0,16,44.0,222.0,135,27.0,590.0,1754.0,3804.0,41.0,100.0,24.0
1297.0,1604.0,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0
1298.0,1450.0,28,32.0,198.0,26,27.0,490.0,1457.0,2907.0,32.0,83.0,17.0
1299.0,1595.0,51,12.0,74.0,797,27.0,183.0,545.0,2140.0,23.0,31.0,19.0
1300.0,1700.0,13,10.0,57.0,766,27.0,145.0,431.0,2131.0,23.0,25.0,20.0
1301.0,1825.0,12,40.0,227.0,97,27.0,578.0,1720.0,3545.0,39.0,98.0,21.0
1302.0,1800.0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0
1303.0,1680.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0
1304.0,1975.0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0
1305.0,1895.0,11,46.0,211.0,169,27.0,582.0,1730.0,3625.0,40.0,99.0,22.0
1306.0,2200.0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0
1307.0,2162.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0
1308.0,2900.0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0
1309.0,3175.0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0
1310.0,2150.0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0
1311.0,1900.0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0
1312.0,1900.0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0
1313.0,1300.0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0
1314.0,2950.0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0
1315.0,3500.0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0
1316.0,2400.0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0
1317.0,1862.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0
1318.0,1625.0,31,38.0,115.0,530,29.0,382.0,1135.0,2760.0,30.0,65.0,19.0
1319.0,1600.0,62,43.0,146.0,805,29.0,458.0,1363.0,2963.0,32.0,78.0,19.0
1320.0,2275.0,52,48.0,159.0,380,29.0,505.0,1502.0,3777.0,41.0,86.0,27.0
1321.0,1297.5,54,42.0,143.0,437,29.0,448.0,1333.0,2630.5,29.0,76.0,15.0
1322.0,2750.0,7,42.0,138.0,310,29.0,440.0,1308.0,4058.0,44.0,75.0,32.0
1323.0,2250.0,117,47.0,147.0,538,29.0,480.0,1427.0,3677.0,40.0,81.0,26.0
1324.0,2e3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0
1325.0,1932.0,156,35.0,130.0,928,29.0,392.0,1165.0,3097.0,34.0,66.0,23.0
1326.0,2400.0,8,33.0,90.0,433,29.0,315.0,937.0,3337.0,36.0,53.0,28.0
1327.0,1500.0,133,37.0,102.0,519,29.0,355.0,1056.0,2556.0,28.0,60.0,18.0
1328.0,1699.0,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0
1329.0,1435.0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0
